"V1" "V2" "V3"
"1" 1.77988475573237 0.732895073480904 0.196367192082107
"2" 3.24133981540182 0.962109982268885 0.99883441044949
"3" 1.16265174658262 0.901022938545793 0.610278710490093
"4" 0.406384574536729 0.1164869973436 0.388207863783464
"5" 0.959052178356452 0.188088845228776 0.156627673655748
"6" 2.56180606837929 0.764942385489121 0.774906980805099
"7" -0.295763162025772 0.0457759303972125 0.222693165065721
"8" -1.86191972215981 0.100518461316824 0.19951866962947
"9" 1.28175247262541 0.406933294609189 0.0686923041939735
"10" 0.171524993756896 0.311843152390793 0.32357622217387
"11" 0.616821316160255 0.624319991562515 0.854648705339059
"12" 2.8623438069644 0.927578032016754 0.0705407822970301
"13" -0.969849534191639 0.214306478854269 0.152404914144427
"14" 1.28491357581049 0.781516855116934 0.687114741420373
"15" 0.106450959301952 0.376356443623081 0.241051682736725
"16" 1.43842464794865 0.853413650067523 0.731922791805118
"17" 2.13338820078341 0.776380983414128 0.709569960599765
"18" -0.515761640883542 0.289871251909062 0.671667759306729
"19" -0.0374512659729178 0.337740611750633 0.387063956586644
"20" 0.339013373583221 0.283542249118909 0.115096726221964
"21" 1.21309474989943 0.650354522047564 0.245477265678346
"22" 1.4072163272337 0.792587630683556 0.454304750775918
"23" 3.06875797790224 0.806600712239742 0.870095453923568
"24" -0.230407470110921 0.0392900838050991 0.535860123345628
"25" 4.00214798998683 0.883041788591072 0.613403636263683
"26" 1.98496561009885 0.981697714421898 0.446739538107067
"27" 0.176790057637006 0.285897783702239 0.478329620556906
"28" 1.02277357516851 0.585612331051379 0.164610265288502
"29" 2.91653206690052 0.95180470822379 0.88455793634057
"30" 2.8896856917133 0.925153078278527 0.074028417468071
"31" 0.0742228959293614 0.45591608597897 0.260015700012445
"32" 2.00716512139329 0.757686506491154 0.120157804572955
"33" 0.334026415125803 0.353451048256829 0.0990478855092078
"34" 1.27021412957091 0.493308962555602 0.933920703129843
"35" 0.448963504641153 0.630789619171992 0.263187031494454
"36" 1.02151015519772 0.530193379614502 0.832566770957783
"37" 1.4407244532378 0.791234834818169 0.225575401913375
"38" 2.09072524775667 0.407859402243048 0.868957959348336
"39" -1.2391614870745 0.043945760698989 0.141441518208012
"40" 1.16729203246962 0.0363653854001313 0.519550416618586
"41" -0.397567290004285 0.130538081517443 0.190249058185145
"42" 2.35880222729023 0.806433867663145 0.577685030642897
"43" 0.919960503384503 0.568981599062681 0.823305440600961
"44" 0.310581224459612 0.677607384743169 0.0349416811950505
"45" 0.492413463259556 0.589263723464683 0.203183938749135
"46" 0.741152319738964 0.0761240981519222 0.736644432647154
"47" -0.339522642464507 0.537356190383434 0.139474666444585
"48" 0.47698297286737 0.679491051239893 0.899401508504525
"49" -0.0771957441854599 0.614718712167814 0.00423303083516657
"50" 1.08929762839745 0.0409003242384642 0.568581271218136
